ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
11863;129979;CAD DISTR C;1510647 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
7208;130040;CAD DISTR C;1510647 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
7207;130037;CAD DISTR C;1510647 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
11860;129979;CAD DISTR C;1510647 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11861;129979;CAD DISTR C;1510647 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
11862;129979;CAD DISTR C;1510647 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
13806;145580;CAD DISTR C;1517136 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
13802;145580;CAD DISTR C;1517136 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
13811;145638;CAD DISTR C;1517136 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
13778;145547;CAD DISTR C;1517136 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
13777;145547;CAD DISTR C;1517136 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
13776;145547;CAD DISTR C;1517136 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
13775;145547;CAD DISTR C;1517136 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
13788;145558;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
13812;145641;CAD DISTR C;1517136 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
13808;145580;CAD DISTR C;1517136 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
13789;145559;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
13807;145580;CAD DISTR C;1517136 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
13790;145562;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
13793;145563;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
13794;145563;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
5838;124484;CAD DISTR C;1517136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5836;124484;CAD DISTR C;1517136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
13801;145576;CAD DISTR C;1517136 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
13791;145563;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
5839;124484;CAD DISTR C;1517136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
13800;145576;CAD DISTR C;1517136 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
13780;145555;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
13779;145555;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
13781;145555;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
13782;145555;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
13787;145555;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
13809;145581;CAD DISTR C;1517136 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
13795;145567;CAD DISTR C;1517136 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
13797;145576;CAD DISTR C;1517136 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
13796;145573;CAD DISTR C;1517136 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
13798;145576;CAD DISTR C;1517136 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
13792;145563;CAD DISTR C;1517136 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
5925;124898;CAD DISTR C;1513765 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5921;124898;CAD DISTR C;1513765 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5924;124898;CAD DISTR C;1513765 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5926;124901;CAD DISTR C;3091589 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5928;124901;CAD DISTR C;3091589 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5927;124901;CAD DISTR C;3091589 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5930;124904;CAD DISTR C;1516030 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5931;124904;CAD DISTR C;1516030 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5929;124904;CAD DISTR C;1516030 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5932;124907;CAD DISTR C;0005 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5935;124907;CAD DISTR C;0005 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5934;124907;CAD DISTR C;0005 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5942;124953;CAD DISTR C;1514803 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5941;124953;CAD DISTR C;1514803 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5943;124953;CAD DISTR C;1514803 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5945;124956;CAD DISTR C;502173970 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5946;124956;CAD DISTR C;502173970 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5944;124956;CAD DISTR C;502173970 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
16510;156309;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
16527;156327;CAD DISTR C;3091338 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
16531;156330;CAD DISTR C;3091338 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
16532;156330;CAD DISTR C;3091338 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
16524;156317;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
16526;156321;CAD DISTR C;3091338 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
16525;156317;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
16523;156317;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
6014;125190;CAD DISTR C;3091338 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
16540;156335;CAD DISTR C;3091338 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6016;125190;CAD DISTR C;3091338 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
16522;156317;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
16521;156316;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
16517;156313;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
16516;156312;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
6015;125190;CAD DISTR C;3091338 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
16511;156309;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
16512;156309;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
16513;156309;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
16515;156309;CAD DISTR C;3091338 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
16528;156330;CAD DISTR C;3091338 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
16529;156330;CAD DISTR C;3091338 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
16507;156301;CAD DISTR C;3091338 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
16533;156334;CAD DISTR C;3091338 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
16542;156395;CAD DISTR C;3091338 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
16541;156392;CAD DISTR C;3091338 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
16535;156334;CAD DISTR C;3091338 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
16506;156301;CAD DISTR C;3091338 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
16509;156301;CAD DISTR C;3091338 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
16534;156334;CAD DISTR C;3091338 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
16536;156334;CAD DISTR C;3091338 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
16508;156301;CAD DISTR C;3091338 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
23380;174334;CAD DISTR C;3091330 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
23379;174330;CAD DISTR C;3091330 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
23377;174330;CAD DISTR C;3091330 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
23353;174301;CAD DISTR C;3091330 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
23381;174334;CAD DISTR C;3091330 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
23374;174327;CAD DISTR C;3091330 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
23375;174330;CAD DISTR C;3091330 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
23356;174301;CAD DISTR C;3091330 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
23382;174334;CAD DISTR C;3091330 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
23376;174330;CAD DISTR C;3091330 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
23383;174334;CAD DISTR C;3091330 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
23355;174301;CAD DISTR C;3091330 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
23354;174301;CAD DISTR C;3091330 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
23372;174317;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
23367;174317;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
23368;174317;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
23385;174392;CAD DISTR C;3091330 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
23364;174313;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
23363;174312;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
23365;174316;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
23366;174317;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
6019;125193;CAD DISTR C;3091330 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
23361;174309;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
23360;174309;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
23359;174309;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
23358;174309;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
23357;174309;CAD DISTR C;3091330 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
23386;174395;CAD DISTR C;3091330 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
6021;125193;CAD DISTR C;3091330 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
6020;125193;CAD DISTR C;3091330 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
23373;174321;CAD DISTR C;3091330 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
23384;174335;CAD DISTR C;3091330 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6027;125196;CAD DISTR C;3091329 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
6026;125196;CAD DISTR C;3091329 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
6025;125196;CAD DISTR C;3091329 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
6029;125199;CAD DISTR C;1513810 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
6030;125199;CAD DISTR C;1513810 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
6028;125199;CAD DISTR C;1513810 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
6031;125202;CAD DISTR C;1511136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
6033;125202;CAD DISTR C;1511136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
6032;125202;CAD DISTR C;1511136 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
6038;125205;CAD DISTR C;3091347 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
20570;164777;CAD DISTR C;3091347 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20568;164717;CAD DISTR C;3091347 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
6040;125205;CAD DISTR C;3091347 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
6039;125205;CAD DISTR C;3091347 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
20507;164698;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20492;164683;CAD DISTR C;3091347 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
20493;164683;CAD DISTR C;3091347 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
20494;164683;CAD DISTR C;3091347 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
20495;164683;CAD DISTR C;3091347 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
20506;164695;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
20512;164703;CAD DISTR C;3091347 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
20569;164774;CAD DISTR C;3091347 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20508;164699;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20509;164699;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
20510;164699;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
20511;164699;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20516;164712;CAD DISTR C;3091347 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20566;164716;CAD DISTR C;3091347 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
20560;164716;CAD DISTR C;3091347 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
20559;164716;CAD DISTR C;3091347 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
20532;164712;CAD DISTR C;3091347 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20531;164712;CAD DISTR C;3091347 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
20517;164712;CAD DISTR C;3091347 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
20513;164709;CAD DISTR C;3091347 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20504;164691;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
20503;164691;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
20502;164691;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
20497;164691;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
20496;164691;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
20505;164694;CAD DISTR C;3091347 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
20567;164716;CAD DISTR C;3091347 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
20584;164832;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
20587;164837;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
20588;164837;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
20589;164837;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
20590;164837;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20571;164821;CAD DISTR C;3091345 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
20572;164821;CAD DISTR C;3091345 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
20573;164821;CAD DISTR C;3091345 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
20574;164821;CAD DISTR C;3091345 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
20575;164829;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
20576;164829;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
20603;164854;CAD DISTR C;3091345 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
20602;164854;CAD DISTR C;3091345 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
20601;164854;CAD DISTR C;3091345 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
20577;164829;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
20604;164854;CAD DISTR C;3091345 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
20582;164829;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
20583;164829;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
6042;125208;CAD DISTR C;3091345 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
6043;125208;CAD DISTR C;3091345 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
20585;164833;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
6041;125208;CAD DISTR C;3091345 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
20605;164855;CAD DISTR C;3091345 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
20606;164912;CAD DISTR C;3091345 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
20586;164836;CAD DISTR C;3091345 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
20591;164841;CAD DISTR C;3091345 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
20600;164850;CAD DISTR C;3091345 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
20599;164850;CAD DISTR C;3091345 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
