ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
5651;123959;CAD PROD C;CHAUFFERIE MOBILE M10;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5648;123959;CAD PROD C;CHAUFFERIE MOBILE M10;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur moyenne
5548;123965;CAD PROD C;CHAUFFERIE MOBILE M10;CITERNE;MESURE;NIVEAU CITERNE;l;1 MINUTE;Valeur moyenne
5649;123959;CAD PROD C;CHAUFFERIE MOBILE M10;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur minimum
5531;123942;CAD PROD C;CHAUFFERIE MOBILE M10;180B1 SONDE DE TEMPERATURE;MESURE;TEMP DEP CHAUDIERE;°C;1 MINUTE;Valeur moyenne
5547;123970;CAD PROD C;CHAUFFERIE MOBILE M10;CITERNE EXTERNE;MESURE;NIVEAU CITERNE;l;1 MINUTE;Valeur moyenne
5543;123951;CAD PROD C;CHAUFFERIE MOBILE M10;180B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
5544;123954;CAD PROD C;CHAUFFERIE MOBILE M10;180B5 SONDE DE TEMPERATURE;MESURE;TEMPERATURE EXTERIEURE;°C;1 MINUTE;Valeur moyenne
5550;123957;CAD PROD C;CHAUFFERIE MOBILE M10;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur moyenne
5552;123957;CAD PROD C;CHAUFFERIE MOBILE M10;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur maximum
5551;123957;CAD PROD C;CHAUFFERIE MOBILE M10;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur minimum
5549;123957;CAD PROD C;CHAUFFERIE MOBILE M10;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;1 MINUTE;Valeur moyenne
1934;123608;CAD PROD C;CHAUFFERIE MOBILE G01;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;1 MINUTE;Valeur moyenne
5311;123610;CAD PROD C;CHAUFFERIE MOBILE G01;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur moyenne
1760;123605;CAD PROD C;CHAUFFERIE MOBILE G01;180B5 SONDE DE TEMPERATURE;MESURE;TEMPERATURE EXTERIEURE;°C;1 MINUTE;Valeur moyenne
5316;123610;CAD PROD C;CHAUFFERIE MOBILE G01;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5312;123610;CAD PROD C;CHAUFFERIE MOBILE G01;185Y1 VANNE 3 VOIES;POSITION;VANNE;%;15 MINUTES;Valeur minimum
1759;123599;CAD PROD C;CHAUFFERIE MOBILE G01;180B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
5310;123608;CAD PROD C;CHAUFFERIE MOBILE G01;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur maximum
5308;123608;CAD PROD C;CHAUFFERIE MOBILE G01;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur minimum
1932;123593;CAD PROD C;CHAUFFERIE MOBILE G01;180B1 SONDE DE TEMPERATURE;MESURE;TEMP DEP CHAUDIERE;°C;1 MINUTE;Valeur moyenne
1763;123596;CAD PROD C;CHAUFFERIE MOBILE G01;180B2 SONDE DE TEMPERATURE;MESURE;TEMP RET CHAUDIERE;°C;1 MINUTE;Valeur moyenne
1933;123602;CAD PROD C;CHAUFFERIE MOBILE G01;180B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
5307;123608;CAD PROD C;CHAUFFERIE MOBILE G01;182B1 SONDE DE PRESSION;MESURE;PRESSION;bars;15 MINUTES;Valeur moyenne
5663;124215;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 ->;ISOLATION;MESURE ISO R1ISO (R 4154); ;15 MINUTES;Valeur maximum
5676;124241;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 ->;ISOLATION;MESURE ISO R1ISO (R 4106); ;15 MINUTES;Valeur maximum
5654;124204;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 <-;ISOLATION;MESURE ISO R1ISO (R 4130); ;15 MINUTES;Valeur maximum
5672;124225;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 <-;ISOLATION;MESURE ISO R1ISO (R 4178); ;15 MINUTES;Valeur maximum
5655;124205;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 <-;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5664;124221;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 <-;RESISTANCE;MESURE RES (R 4188); ;15 MINUTES;Valeur maximum
5670;124223;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 <-;LOCALISATION;FUITE (R 4194); ;15 MINUTES;Valeur maximum
5652;124201;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 <-;RESISTANCE;MESURE RES (R 4140); ;15 MINUTES;Valeur maximum
5674;124238;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 ->;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5662;124214;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 ->;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5675;124239;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 ->;RESISTANCE;MESURE RES (R 4116); ;15 MINUTES;Valeur maximum
5671;124224;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 <-;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5653;124203;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 <-;LOCALISATION;FUITE (R 4146); ;15 MINUTES;Valeur maximum
5661;124213;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 ->;LOCALISATION;FUITE (R 4170); ;15 MINUTES;Valeur maximum
5673;124233;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;GENERALITE;GENERALITE;WATCHDOG (R69); ;1 MINUTE;Valeur moyenne
5660;124211;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 501 ->;RESISTANCE;MESURE RES (R 4164); ;15 MINUTES;Valeur maximum
5677;124242;CAD DISTR C;DET FUITE 0000 RFSM 1 RATMON;Boucle 500 ->;LOCALISATION;FUITE (R 4122); ;15 MINUTES;Valeur maximum
5681;124261;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 ->;ISOLATION;MESURE ISO R1ISO (R 4154); ;15 MINUTES;Valeur maximum
5696;124280;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;GENERALITE;GENERALITE;WATCHDOG (R69); ;1 MINUTE;Valeur moyenne
5679;124259;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 ->;LOCALISATION;FUITE (R 4170); ;15 MINUTES;Valeur maximum
5689;124271;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 <-;ISOLATION;MESURE ISO R1ISO (R 4178); ;15 MINUTES;Valeur maximum
5678;124258;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 ->;RESISTANCE;MESURE RES (R 4164); ;15 MINUTES;Valeur maximum
1764;124248;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 <-;RESISTANCE;MESURE RES (R 4140); ;15 MINUTES;Valeur maximum
5665;124251;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 <-;ISOLATION;MESURE ISO R1ISO (R 4130); ;15 MINUTES;Valeur maximum
5701;124288;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 ->;ISOLATION;MESURE ISO R1ISO (R 4106); ;15 MINUTES;Valeur maximum
5688;124270;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 <-;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5687;124269;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 <-;LOCALISATION;FUITE (R 4194); ;15 MINUTES;Valeur maximum
5697;124285;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 ->;RESISTANCE;MESURE RES (R 4116); ;15 MINUTES;Valeur maximum
5700;124287;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 ->;LOCALISATION;FUITE (R 4122); ;15 MINUTES;Valeur maximum
5699;124286;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 ->;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5656;124250;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 <-;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5680;124260;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 ->;RESISTANCE;LONGUEUR BOUCLE; ;15 MINUTES;Valeur maximum
5686;124268;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 504 <-;RESISTANCE;MESURE RES (R 4188); ;15 MINUTES;Valeur maximum
1765;124249;CAD DISTR C;DET FUITE 0000 RFSM 2 RATMON;Boucle 502 <-;LOCALISATION;FUITE (R 4146); ;15 MINUTES;Valeur maximum
11897;131670;CAD DISTR C;1511114 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
7608;131666;CAD DISTR C;1511114 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7607;131666;CAD DISTR C;1511114 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7609;131671;CAD DISTR C;1511114 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
7592;131645;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7589;131645;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7588;131645;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7603;131657;CAD DISTR C;1511114 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5791;124294;CAD DISTR C;1511114 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5790;124294;CAD DISTR C;1511114 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5789;124294;CAD DISTR C;1511114 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
38;132662;CAD DISTR C;1511114 SST;CH1_3U4 CHAUFFAGE ET ECS;DEMANDE;FOURNITURE CHALEUR;°C;1 MINUTE;Valeur moyenne
7590;131645;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
7591;131645;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
7606;131666;CAD DISTR C;1511114 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
11900;131670;CAD DISTR C;1511114 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11899;131670;CAD DISTR C;1511114 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11898;131670;CAD DISTR C;1511114 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
7604;131663;CAD DISTR C;1511114 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7605;131666;CAD DISTR C;1511114 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7600;131653;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7601;131653;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7583;131637;CAD DISTR C;1511114 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
7602;131653;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7596;131648;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7587;131637;CAD DISTR C;1511114 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
7585;131637;CAD DISTR C;1511114 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
7597;131649;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7584;131637;CAD DISTR C;1511114 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
7598;131652;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7599;131653;CAD DISTR C;1511114 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7068;129440;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
5796;124297;CAD DISTR C;1511077 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
7061;129439;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
5793;124297;CAD DISTR C;1511077 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5792;124297;CAD DISTR C;1511077 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
7069;129444;CAD DISTR C;1511077 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
7060;129436;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7079;129458;CAD DISTR C;1511077 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
7067;129440;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7065;129440;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7066;129440;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7059;129435;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7071;129453;CAD DISTR C;1511077 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7072;129453;CAD DISTR C;1511077 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7078;129453;CAD DISTR C;1511077 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7070;129450;CAD DISTR C;1511077 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7073;129453;CAD DISTR C;1511077 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
11848;129457;CAD DISTR C;1511077 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
7052;129424;CAD DISTR C;1511077 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
7057;129432;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7056;129432;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
7055;129432;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
11850;129457;CAD DISTR C;1511077 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
7053;129432;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7054;129432;CAD DISTR C;1511077 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7051;129424;CAD DISTR C;1511077 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
11851;129457;CAD DISTR C;1511077 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
7049;129424;CAD DISTR C;1511077 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
7050;129424;CAD DISTR C;1511077 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
11849;129457;CAD DISTR C;1511077 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
7130;129686;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7128;129682;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7126;129678;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7119;129678;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7121;129678;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
7118;129678;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7120;129678;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
7127;129681;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7129;129685;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7117;129670;CAD DISTR C;1511289 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
7116;129670;CAD DISTR C;1511289 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
7114;129670;CAD DISTR C;1511289 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
7131;129686;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7133;129686;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7132;129686;CAD DISTR C;1511289 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7115;129670;CAD DISTR C;1511289 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
11874;129703;CAD DISTR C;1511289 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;1 MINUTE;Valeur moyenne
11877;129703;CAD DISTR C;1511289 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur maximum
11876;129703;CAD DISTR C;1511289 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur minimum
11875;129703;CAD DISTR C;1511289 SST;ECHANGEUR;CALCUL;TEMPERATURE SECONDAIRE;°C;15 MINUTES;Valeur moyenne
7146;129764;CAD DISTR C;1511289 SST;CH2_4B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE INFERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
7145;129761;CAD DISTR C;1511289 SST;CH2_4B2 SONDE DE TEMPERATURE;MESURE;TEMPERATURE SUPERIEURE BOILER;°C;15 MINUTES;Valeur moyenne
7134;129690;CAD DISTR C;1511289 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
5798;124300;CAD DISTR C;1511289 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5799;124300;CAD DISTR C;1511289 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
7135;129696;CAD DISTR C;1511289 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7140;129699;CAD DISTR C;1511289 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7139;129699;CAD DISTR C;1511289 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7141;129704;CAD DISTR C;1511289 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
7137;129699;CAD DISTR C;1511289 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7136;129699;CAD DISTR C;1511289 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
5797;124300;CAD DISTR C;1511289 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5800;124303;CAD DISTR C;1510726 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5802;124303;CAD DISTR C;1510726 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
5801;124303;CAD DISTR C;1510726 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
5806;124306;CAD DISTR C;1510647 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 JOUR ;Valeur moyenne
7198;129972;CAD DISTR C;1510647 SST;CH1_2B3 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
7199;129975;CAD DISTR C;1510647 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7204;129975;CAD DISTR C;1510647 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7205;129975;CAD DISTR C;1510647 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7200;129975;CAD DISTR C;1510647 SST;CH1_2B4 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7193;129962;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur moyenne
7192;129962;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;1 MINUTE;Valeur moyenne
7194;129962;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur minimum
7195;129962;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE RETOUR;°C;15 MINUTES;Valeur maximum
7196;129966;CAD DISTR C;1510647 SST;CH1_2Y7 VANNE;POSITION;VANNE;%;15 MINUTES;Valeur maximum
7206;129980;CAD DISTR C;1510647 SST;ECHANGEUR;CALCUL;FACTEUR PUISSANCE MAX;%;1 MINUTE;Valeur moyenne
7191;129961;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;TEMPERATURE DEPART;°C;1 MINUTE;Valeur moyenne
5803;124306;CAD DISTR C;1510647 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 MINUTE;Valeur instantanée
5804;124306;CAD DISTR C;1510647 SST;GENERALITES;CODE;FACTEUR DE CONSOMMATION; ;1 HEURE;Valeur moyenne
7186;129954;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 JOUR ;Cumul
7185;129954;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Différence d'index
7184;129954;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 HEURE;Valeur instantanée
7187;129954;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 MOIS;Cumul
7188;129954;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;COMPTEUR;ENERGIE;kWh;1 AN;Cumul
7190;129958;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;PUISSANCE;kW;1 MINUTE;Valeur moyenne
7189;129957;CAD DISTR C;1510647 SST;CH1_1C2 COMPTEUR;MESURE;DEBIT;m3/h;1 MINUTE;Valeur moyenne
7180;129946;CAD DISTR C;1510647 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;1 MINUTE;Valeur moyenne
7182;129946;CAD DISTR C;1510647 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur minimum
7183;129946;CAD DISTR C;1510647 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur maximum
7181;129946;CAD DISTR C;1510647 SST;GENERALITES;PREVISION;TEMPERATURE DE RETOUR;°C;15 MINUTES;Valeur moyenne
